architecture,t_cbt,t_hxt,eta_hpfp,eta_r,p_cbt,qm_cb0,t0,p0,tpr_hx,Q_hx,pcc,v
pump,270,220,0.13999999999999999,0.71,1330000.0,0.10895862351703661,25.2,345000.0,0.95,159000.0,True,0
P_hpfp,P_rv,p_hpfp
19130.077745496616,110910.94157173051,1889258.861393996
Q,Q_phc
311966.18916035665,152966.18916035665
qm_cb,qm_phc/qm_t,qm_r,qm_v,qm,qm_pot
0.10895862351703661,0.0012646403713292155,0.29276202779311117,0,0.11022326388836583,0.0016123755303033831
number of iterations,17,Execution time: ,7.933489084243774
