architecture,t_cbt,t_hxt,eta_hpfp,eta_r,p_cbt,qm_cb0,t0,p0,tpr_hx,Q_hx,pcc,v
dual,270,220,0.71,0.71,1330000.0,0.10906609906078037,25.2,345000.0,0.95,159000.0,True,0
P_hpfp,P_rv,p_hpfp
44760.86263808744,88970.12227434643,1903222.3415682064
Q,Q_phc
248163.29030510085,89163.29030510085
qm_cb,qm_phc/qm_t,qm_r,qm_v,qm
0.10906609906078037,0.0007437926600565303,0.22714985414887226,0.016333262982690062,0.1098098917208369
number of iterations,28,Execution time: ,6.066624879837036
