architecture,t_cbt,t_hxt,eta_hpfp,eta_r,p_cbt,qm_cb0,t0,p0,tpr_hx,Q_hx,pcc,v
dual,270,220,0.71,0.71,1330000.0,0.10906609906078037,25.2,345000.0,0.95,159000.0,True,0
P_hpfp,P_rv,p_hpfp
44493.71881992283,87232.28534305729,1889258.8614393126
Q,Q_phc
250227.4344880376,91227.4344880376
qm_cb,qm_phc/qm_t,qm_r,qm_v,qm
0.10906609906078037,0.0007608045155521742,0.23005489387150788,0.016335802065076607,0.10982690357633254
number of iterations,28,Execution time: ,5.804121494293213
