architecture,t_cbt,t_hxt,eta_hpfp,eta_r,p_cbt,qm_cb0,t0,p0,tpr_hx,Q_hx,pcc,v
after,480,240,0.71,0.71,1330000.0,0.10619583995737021,25.2,420000.0,0.95,159000.0,True,0
P_hpfp,P_rv,p_hpfp
33404.32729886517,51237.432788378,1707841.0753841824
Q,Q_phc
693675.2221030138,534675.2221030138
qm_cb,qm_phc/qm_t,qm_r,qm_v,qm
0.10619583995737021,0.004468093555284311,0.0704821272079072,0,0.11066393351265452
number of iterations,24,Execution time: ,11.67755675315857
