architecture,t_cbt,t_hxt,eta_hpfp,eta_r,p_cbt,qm_cb0,t0,p0,tpr_hx,Q_hx,pcc,v
pump,340,240,0.154,0.71,1330000.0,0.10800295595780073,25.2,345000.0,0.95,159000.0,True,0
P_hpfp,P_rv,p_hpfp
17368.973694138043,90026.83461709341,1889258.8433249607
Q,Q_phc
450294.35847572295,291294.35847572295
qm_cb,qm_phc/qm_t,qm_r,qm_v,qm,qm_pot
0.10800295595780073,0.002466778036756997,0.18886002413999445,0,0.11046973399455773,0.0012243959165249899
number of iterations,12,Execution time: ,5.162829875946045
