architecture,t_cbt,t_hxt,eta_hpfp,eta_r,p_cbt,qm_cb0,t0,p0,tpr_hx,Q_hx,pcc,v
after,300,160,0.71,0.71,1330000.0,0.10998,25.2,345000.0,0.95,159000.0,True,0
P_hpfp,P_rv,p_hpfp
39692.05693779763,26202.656325776217,1908342.281365523
Q,Q_phc
427886.8933356537,268886.8933356537
qm_cb,qm_phc/qm_t,qm_r,qm_v,qm,m_z
0.10998,0.0021867902600288674,0.059575622536151854,0,0.11216679026002886,0.218679026002887
number of iterations,8,Execution time: ,4.064440488815308
