architecture,t_cbt,t_hxt,eta_hpfp,eta_r,p_cbt,qm_cb0,t0,p0,tpr_hx,Q_hx,pcc,v
after,270,220,0.71,0.71,1330000.0,0.10906609906078037,25.2,345000.0,0.95,159000.0,True,0
P_hpfp,P_rv,p_hpfp
42443.958855298464,95568.76457789648,1889258.8433249607
Q,Q_phc
243740.11386059204,84740.11386059204
qm_cb,qm_phc/qm_t,qm_r,qm_v,qm
0.10906609906078037,0.0007031235950827053,0.16327452241043652,0,0.10976922265586307
number of iterations,12,Execution time: ,2.1625118255615234
