architecture,t_cbt,t_hxt,eta_hpfp,eta_r,p_cbt,qm_cb0,t0,p0,tpr_hx,Q_hx,pcc,v
pump,580,180,0.154,0.71,1330000.0,0.104931303926665,25.2,420000.0,0.95,159000.0,True,0
P_hpfp,P_rv,p_hpfp
14355.718048386281,34193.72494469001,1707841.0753841824
Q,Q_phc
891690.0730030866,732690.0730030866
qm_cb,qm_phc/qm_t,qm_r,qm_v,qm
0.104931303926665,0.005853936203235835,0.038966605825361954,0,0.11078524012990083
number of iterations,24,Execution time: ,11.107904195785522
