architecture,t_cbt,t_hxt,eta_hpfp,eta_r,p_cbt,qm_cb0,t0,p0,tpr_hx,Q_hx,pcc,v
reference,399.15,nan,0.73,0.6,1330000.0,0.313,270,180000.0,0.95,nan,nan,0
P_hpfp,P_rv,p_hpfp
1709.0502720357724,583.4294805946652,1698000.0
Q,Q_phc
111150.0,0
qm_cb,qm_phc/qm_t,qm_r,qm_v,qm,m_z
0.313,0.07011202813604336,0.7268876835514051,0,0.3831120281360434,0
number of iterations,34,Execution time: ,5.976546049118042
