architecture,t_cbt,t_hxt,eta_hpfp,eta_r,p_cbt,qm_cb0,t0,p0,tpr_hx,Q_hx,pcc,v
dual,200,100,0.71,0.71,1330000.0,0.11,25.2,420000.0,0.95,159000.0,True,0
P_hpfp,P_rv,p_hpfp
36006.42789743942,11377.05478397563,1707841.031173353
Q,Q_phc
269551.1269649572,110551.12696495722
qm_cb,qm_phc/qm_t,qm_r,qm_v,qm
0.11,0.0008480567196268995,0.03754503721482896,0.02058606882599612,0.1108480567196269
number of iterations,36,Execution time: ,14.432385921478271
