architecture,t_cbt,t_hxt,eta_hpfp,eta_r,p_cbt,qm_cb0,t0,p0,tpr_hx,Q_hx,pcc,v
after,390,230,0.71,0.71,1330000.0,0.10734141285705383,25.2,345000.0,0.95,159000.0,True,0
P_hpfp,P_rv,p_hpfp
42630.98538129335,71396.7850554963,1889258.8433249607
Q,Q_phc
517517.42428959673,358517.42428959673
qm_cb,qm_phc/qm_t,qm_r,qm_v,qm
0.10734141285705383,0.0029887712396783755,0.08475242755673987,0,0.1103301840967322
number of iterations,12,Execution time: ,5.891449213027954
